사는 게 이게 모양?!,빨간 고백,위닝샷!,집순이에 대하여,자작 보드게임 동아리,500원 토끼,솔의 일기,이래봬도2학년,대공녀는 거기에 없었다,범고래아가씨,"77년생, 열아홉",두남자일기,여기서 한잔할래?,좋아하는거 참으면 병나요!,딴 짓이 제일 재밌어,스토커의 하루,띵동! 도토리에요,마이데이,판타지 TV,만월에 핀 연꽃,전지적덕후시점,너와 나의 하늘색,너와 가까워지는 거리,어둠의 일상툰,하이스쿨 콤플렉스(마이동풍),함께 할 때까지,이세계 국밥 마스터,우당탕 입큰이,좀비랜드,내 매력에 퐁당,나타나주세요!,하루의 하늘,한 뼘 공포집,해피하우스,살인교사,템플러,직업 : 며느리,"뼈와 재, 불의 이야기",남편 먹는 여자,너와 나의 몰디브,체리 블러드,모두의 미아씨,158동 진상부부,공원여행,살인범과 산다,애포칼립스,미신반신,의대생 하루,하나리즈,식봉툰,국밥소녀
,,"('환장하잖아요', 1)","('뻔했', 1)","('어른스럽냐', 1)",,"('따뜻해지는것', 1)",,"('잘생겼다고', 1)",,,,"('없습니다', 1)","('좋아하는건', 1)",,,,"('그런거잖아', 1)","('중요하다고', 1)","('꾸준히', 1)","('행복한', 1)","('필요해여', 1)","('건강하세요', 1)",,,,,,"('안좋은', 1)","('예쁘긴', 1)","('행복함', 1)",,,,,,"('실망하고', 2)",,,"('젊었을', 1)",,,,,,,,,"('그렇지', 1)",,
,,"('아프', 1)","('신선하네요', 1)","('정확하게', 1)",,"('좋은데', 1)",,"('좀하렴', 1)",,,,"('아니란다', 1)","('재밌어지면', 1)",,,,"('아닌거', 1)","('미안한데', 1)","('예쁜', 1)","('재밌음', 1)","('재미있었습니다', 1)","('이상하지가', 1)",,,,,,"('없게', 1)","('똑같아요', 1)","('있길래', 1)",,,,,,"('그러시는지', 2)",,,"('다르다', 1)",,,,,,,,,"('슬퍼', 1)",,
,,"('새로운', 1)","('보송보송해요', 1)","('좋은데', 1)",,"('안쓰러워서', 1)",,"('좋겠니', 1)",,,,"('불편하다거리지', 1)","('건강하게만', 1)",,,,"('딱딱하게', 1)","('건강하기만', 1)","('사랑스럽고', 1)","('짜릿하다구요', 1)","('야해요', 1)","('시급해요', 1)",,,,,,"('짧아요', 1)","('아쉽당', 1)","('예쁘고', 1)",,,,,,"('공허하고', 2)",,,"('젊을', 1)",,,,,,,,,"('안타깝', 1)",,
,,"('없어요', 1)","('슬퍼', 1)","('그런지', 1)",,"('사랑스럽', 1)",,"('탄탄하고', 1)",,,,"('같은것', 1)","('좋아용', 1)",,,,"('있는걸', 1)","('길은', 1)","('예쁘고', 1)","('행복해지는데', 1)","('사소한', 1)","('좋아하니까', 1)",,,,,,"('재밌는게', 1)","('아니라는', 1)","('귀여운', 1)",,,,,,"('쓸쓸하신', 2)",,,"('아니라곤', 1)",,,,,,,,,"('스러워요', 1)",,
,,"('똑같네', 1)","('대단하셔요', 1)","('부족해지는', 1)",,,,"('있었구나', 1)",,,,"('아니냐', 1)","('아프지말아요', 1)",,,,"('어떤', 1)","('아니에요', 1)","('귀여워요', 1)","('행복해지게', 1)","('좋아하긴', 1)","('재미있오요', 1)",,,,,,"('머냐', 1)","('이뻐지셨', 1)","('슬프겠다', 1)",,,,,,"('그럴수록', 2)",,,"('아니며', 1)",,,,,,,,,"('나쁜', 1)",,
,,"('아니라고', 1)","('그럴수', 1)","('좋았을텐데', 1)",,,,"('빠르나', 1)",,,,"('그러실', 1)","('재미있는', 1)",,,,"('잘났다고', 1)","('있을것', 1)","('건강하세요', 1)","('이렇다', 1)","('설렜', 1)","('같은거', 1)",,,,,,"('같은거', 1)","('느린', 1)","('변함', 1)",,,,,,"('원하는', 2)",,,"('아니란다', 1)",,,,,,,,,"('다르니까', 1)",,
,,"('궁금해', 1)","('있다는', 1)","('안되니', 1)",,,,"('무서워', 1)",,,,"('좋아했어서', 1)","('없으시구나', 1)",,,,"('재수없는', 1)","('미묘한', 1)","('재밌다아', 1)","('아름다운', 1)","('당했어', 1)","('좋잖아요', 1)",,,,,,"('시원하다', 1)","('나쁜', 1)","('없는디', 1)",,,,,,"('없다는데', 2)",,,"('부족한', 1)",,,,,,,,,"('나열하면', 1)",,
,,"('있겠죠', 1)","('있다고', 1)","('가벼운', 1)",,,,"('진한', 1)",,,,"('안타깝다고', 1)","('괜찮습니다', 1)",,,,"('아닌것', 1)","('소소하게', 1)","('건강하세', 1)","('장황하게', 1)","('아닙니까', 1)","('불쌍해', 1)",,,,,,"('고통스러울텐데', 1)","('미안한', 1)","('안되나', 1)",,,,,,"('두렵네요', 2)",,,"('그렇단다', 1)",,,,,,,,,"('계신', 1)",,
,,"('좋겟네요', 1)","('만만하다고', 1)","('무거운', 1)",,,,"('멋진', 1)",,,,"('같냐', 1)","('편해졌어요', 1)",,,,"('교묘하게', 1)","('뿐이군', 1)","('죄송하지만', 1)","('싫고', 1)","('부럽다구요', 1)","('있었다구여', 1)",,,,,,"('찝찝함', 1)","('착하고', 1)","('싫어', 1)",,,,,,"('천해서', 2)",,,"('그렇기에', 1)",,,,,,,,,"('신중하게', 1)",,
,,"('재미있고', 1)","('심하게', 1)","('파란주', 1)",,,,"('궁금했는데', 1)",,,,"('착실하게', 1)","('편해졌는데', 1)",,,,"('시끄럽게', 1)","('있네', 1)","('아닙니까', 1)","('그런다', 1)","('귀여운거', 1)","('두둑히', 1)",,,,,,"('안녕하고', 1)","('이뿌고', 1)","('안되던데', 1)",,,,,,"('해로워요', 2)",,,"('있을까요', 1)",,,,,,,,,"('좋겠습니다', 1)",,
,,"('흥미로워요', 1)","('더러웠고', 1)","('좋아하는데', 1)",,,,"('조켔다', 1)",,,,"('좋다고', 1)","('싸늘한', 1)",,,,"('필요해요', 1)","('빠르게', 1)","('연하고', 1)","('재미없다고', 1)","('귀엽', 1)","('조을것', 1)",,,,,,"('쎄네', 1)","('죄송합니다', 1)","('있는거예요', 1)",,,,,,"('아니었는데', 2)",,,"('어떠한', 1)",,,,,,,,,"('좋지', 1)",,
,,"('어련히', 1)","('많은', 1)","('안좋을', 1)",,,,"('계시다구', 1)",,,,"('허무하지', 1)","('재밌', 1)",,,,"('쎄게', 1)","('없냐고', 1)","('잘생겼어요', 1)","('재미없어', 1)","('재미있었어요', 1)","('같긴', 1)",,,,,,"('재미있긴한데', 1)","('안되겟네', 1)","('어떤', 1)",,,,,,"('변하기', 2)",,,"('슬픈건', 1)",,,,,,,,,"('다름', 1)",,
,,"('같고요', 1)","('젊은', 1)","('같다는', 1)",,,,"('좋습니다', 1)",,,,"('없어', 1)","('만족하겠습니다', 1)",,,,"('있었는데', 1)","('없데', 1)","('편리한', 1)","('궁금하거든', 1)","('아니겠습니까', 1)","('좋아한다는거', 1)",,,,,,"('짧아아아', 1)","('계신가요', 1)","('야할거', 1)",,,,,,"('어렵네요', 2)",,,,,,,,,,,,"('좋네', 1)",,
,,"('시급한데', 1)","('친절한데', 1)","('없게', 1)",,,,"('반했네요', 1)",,,,"('뒤늦데', 1)","('대단하시네요', 1)",,,,"('완전히', 1)","('불쌍한', 1)","('있게', 1)","('무례한', 1)","('설레', 1)","('그러니가', 1)",,,,,,"('무서워도', 1)","('아닐까', 1)","('없냐', 1)",,,,,,"('편할듯', 2)",,,,,,,,,,,,"('비슷합니다', 1)",,
,,"('무리하신건', 1)","('있는건데', 1)","('붉게', 1)",,,,"('있었거든요', 1)",,,,"('많다고', 1)","('부럽다', 1)",,,,"('어이없고', 1)","('강할', 1)","('있었고', 1)","('있어서는', 1)","('흔한듯', 1)","('다라는걸', 1)",,,,,,"('힘들', 1)","('없었는디', 1)","('있었다고만', 1)",,,,,,"('아니에요', 2)",,,,,,,,,,,,"('귀여운데', 1)",,
,,"('아니겠죠', 1)","('귀엽고', 1)","('당연해진', 1)",,,,"('다를지', 1)",,,,"('있다고', 1)","('대단하십니당', 1)",,,,"('짜증나게', 1)","('있나', 1)","('힘없는', 1)","('재미없고', 1)","('있던데', 1)","('그만할게요', 1)",,,,,,"('같은데요', 1)",,"('풋풋하게', 1)",,,,,,"('솔직히', 2)",,,,,,,,,,,,"('귀엽다하', 1)",,
,,"('무리하면', 1)","('없었던', 1)","('붉어지면', 1)",,,,"('똑같을거', 1)",,,,"('대단하네요', 1)","('재미있지만', 1)",,,,"('있었다는', 1)","('재미있내요', 1)","('스러웠다', 1)","('필요없는', 1)","('설레서', 1)","('삐죽', 1)",,,,,,"('아닌가요', 1)",,"('설렘', 1)",,,,,,"('같으면', 2)",,,,,,,,,,,,"('귀여워기', 1)",,
,,"('안되는데', 1)","('솔직히', 1)","('무섭네', 1)",,,,"('귀엽고', 1)",,,,"('아쉬워서', 1)","('재미있다고', 1)",,,,"('그랬겠니', 1)","('강한', 1)","('신난다', 1)","('아니니까', 1)",,"('삐죽한것도', 1)",,,,,,"('아니겠지', 1)",,"('있으면서', 1)",,,,,,"('명확하게', 2)",,,,,,,,,,,,"('가볍게', 1)",,
,,"('기대했네요', 1)","('많하', 1)","('없겠지', 1)",,,,"('재밌네요', 1)",,,,"('죄송합니다', 1)","('귀여우신', 1)",,,,"('그랬겠지', 1)","('그러세요', 1)","('적당히보다', 1)","('없어야', 1)",,"('없어요', 1)",,,,,,"('험한말', 1)",,"('많은데다', 1)",,,,,,"('어려운데', 2)",,,,,,,,,,,,"('미친', 1)",,
,,"('웬만한', 1)","('현명했다', 1)","('귀엽네', 1)",,,,"('건강하세요', 1)",,,,"('어이없어서', 1)","('재밌는데요', 1)",,,,"('다르다고', 1)","('충분한데', 1)","('불쌍해', 1)","('같지', 1)",,"('이쁩니다', 1)",,,,,,"('더러워', 1)",,"('재밌던데', 1)",,,,,,"('이상하다고', 2)",,,,,,,,,,,,"('다른건', 1)",,
,,"('재밌는거', 1)","('이쁘니까', 1)","('얌전한', 1)",,,,"('두근거리는거', 1)",,,,"('좋아하는', 1)","('재밌어용', 1)",,,,"('스럽네', 1)","('좋아합니다', 1)","('좋겠어용', 1)","('짙은', 1)",,"('미는거', 1)",,,,,,"('확실했어', 1)",,"('같은거만', 1)",,,,,,"('아님당', 2)",,,,,,,,,,,,"('귀엽', 1)",,
,,"('없나', 1)","('원하신다면', 1)","('완전히', 1)",,,,"('귀여워', 1)",,,,"('좋아해야하는', 1)","('재밌군요', 1)",,,,"('공정하고', 1)","('실망하였다', 1)","('무사히', 1)","('야할', 1)",,"('작은것도', 1)",,,,,,"('없다니', 1)",,"('궁금해', 1)",,,,,,"('자립하소서', 2)",,,,,,,,,,,,"('은은하게', 1)",,
,,"('이쁘다', 1)","('힘든것', 1)","('변해', 1)",,,,"('어떡해내가', 1)",,,,"('아님', 1)","('야해요', 1)",,,,"('멋진', 1)","('강하지', 1)","('그지같이', 1)","('이상한', 1)",,"('어떡하지', 1)",,,,,,"('무섭네', 1)",,"('미칠거', 1)",,,,,,"('답답함', 2)",,,,,,,,,,,,"('강렬했나', 1)",,
,,"('있었', 1)","('몽글해서', 1)","('귀엽다', 1)",,,,"('간단히', 1)",,,,"('건강하고', 1)","('좋아하셔서', 1)",,,,"('뿐이란다', 1)","('있길', 1)","('없는데', 1)","('아름다', 1)",,"('어렵다', 1)",,,,,,"('괜찮은데', 1)",,"('너무하내', 1)",,,,,,"('쎄하다고', 2)",,,,,,,,,,,,"('좋네요', 1)",,
,,"('재밌는데', 1)","('귀찮음', 1)","('그러려니', 1)",,,,"('특이하고', 1)",,,,"('행복하고', 1)","('힘들었어요', 1)",,,,"('있었고', 1)","('역겨운', 1)","('착해서', 1)","('좋아한다든지', 1)",,"('좋음', 1)",,,,,,"('부족하네요', 1)",,"('많더라', 1)",,,,,,"('힘들어하시면서도', 2)",,,,,,,,,,,,"('솔직히', 1)",,
,,"('이래', 1)","('아니겠다만', 1)","('치사하게', 1)",,,,"('같아용', 1)",,,,"('귀엽습니다', 1)","('힘들어요', 1)",,,,"('친하지도', 1)","('정중한', 1)","('고만하고', 1)","('좋겠다', 1)",,"('맛있는', 1)",,,,,,"('싫어하나', 1)",,"('필요해', 1)",,,,,,"('아닐거야', 2)",,,,,,,,,,,,"('아님', 1)",,
,,"('나쁘다', 1)","('멋진', 1)","('역겹다는', 1)",,,,"('같네여', 1)",,,,"('같은건', 1)","('충실한', 1)",,,,"('정확하지', 1)","('가능하다면야', 1)","('거지같으니까', 1)","('얌전히', 1)",,"('있으까', 1)",,,,,,"('똑같은데', 1)",,"('많아요', 1)",,,,,,"('행복해', 2)",,,,,,,,,,,,"('재미있는데', 1)",,
,,"('미안하다', 1)","('소소하게', 1)","('죄송합니다', 1)",,,,"('있다면', 1)",,,,"('적당히', 1)","('따뜻하고', 1)",,,,"('똑똑한', 1)","('맛있겠', 1)","('어때', 1)","('그럴', 1)",,"('잘생겼는데', 1)",,,,,,"('대단하셔요', 1)",,"('불행해서', 1)",,,,,,"('없는건', 2)",,,,,,,,,,,,"('낮을까요', 1)",,
,,"('같지도', 1)","('빵터지는거보다', 1)","('역겹다느니', 1)",,,,"('힘들어요', 1)",,,,"('없네요', 1)","('좋으신', 1)",,,,"('싫었으면', 1)","('착한', 1)","('그지같냐', 1)","('여전히', 1)",,"('계셨구나', 1)",,,,,,"('있다길래', 1)",,"('행복하게만', 1)",,,,,,"('드물고', 2)",,,,,,,,,,,,"('건강하시고', 1)",,
,,"('튼튼하게', 1)","('좋음', 1)","('비슷하게', 1)",,,,"('같나요', 1)",,,,"('있을테니', 1)","('힘드셨나요', 1)",,,,"('싫다고', 1)","('있군', 1)","('빡치네', 1)","('설렌다', 1)",,"('섭섭하군', 1)",,,,,,"('싫테는', 1)",,"('빨라', 1)",,,,,,"('가까워도', 2)",,,,,,,,,,,,"('즐거운', 1)",,
,,"('즐겁다', 1)","('싫은디', 1)","('그렇다', 1)",,,,"('그래도', 1)",,,,"('장황하게', 1)",,,,,"('굉장히', 1)","('있을듯', 1)","('빡치게', 1)","('싫어지고', 1)",,"('그러니꺼', 1)",,,,,,"('미쳤어', 1)",,"('작작하세요', 1)",,,,,,"('현명합니다', 2)",,,,,,,,,,,,"('잔인하네요', 1)",,
,,"('멋있다', 1)","('즐겁네요', 1)","('그렇냐고', 1)",,,,"('있을까요', 1)",,,,"('기특하지', 1)",,,,,"('바쁘단', 1)","('두껍이라', 1)","('빡쳐', 1)","('신나서', 1)",,"('아녔네', 1)",,,,,,"('고소하겠습니다', 1)",,"('행복해져서', 1)",,,,,,"('전화해서', 2)",,,,,,,,,,,,"('좋아해주셔서', 1)",,
,,"('작작해', 1)","('바빠서', 1)","('좋겠게', 1)",,,,"('짜증나네', 1)",,,,"('같은건데', 1)",,,,,"('불필요한', 1)","('짜증나게하는', 1)","('싫다는데', 1)","('심하지만', 1)",,"('있었군', 1)",,,,,,"('나빴다', 1)",,"('없을까', 1)",,,,,,"('전화했더니', 2)",,,,,,,,,,,,"('기뻤습니다', 1)",,
,,"('심하게', 1)","('빡쳤던거', 1)","('좋을거', 1)",,,,"('원하지면', 1)",,,,"('나쁘지', 1)",,,,,"('스럽다', 1)","('어둡고', 1)","('아니였으면', 1)","('좋다는데', 1)",,"('좋습니다', 1)",,,,,,,,"('좋게', 1)",,,,,,"('바쁘냐며', 2)",,,,,,,,,,,,"('사랑스럽네요', 1)",,
,,"('있는듯', 1)","('그랬니', 1)","('같단', 1)",,,,"('그렇시는데', 1)",,,,"('귀여워하는', 1)",,,,,"('없기에', 1)","('망한게', 1)","('쎄게', 1)","('행복하다는데', 1)",,"('그러니깐', 1)",,,,,,,,"('좋으시당', 1)",,,,,,"('전화하라고', 2)",,,,,,,,,,,,"('미쳤어', 1)",,
,,"('멋지다', 1)","('없는거냐', 1)","('멍청한', 1)",,,,"('아니에요', 1)",,,,"('좋으셔서', 1)",,,,,"('아닐', 1)","('삐져라', 1)","('조져줘', 1)","('필요하냐', 1)",,"('잘생겼습니다', 1)",,,,,,,,"('있었습니다', 1)",,,,,,"('나쁘다고', 2)",,,,,,,,,,,,"('아파요', 1)",,
,,"('장해진다', 1)","('힘들어서', 1)","('없어서', 1)",,,,"('넘쳐나니까', 1)",,,,"('궁금한데', 1)",,,,,"('굴었으면', 1)","('삐질꺼다', 1)","('미쳤잖아요', 1)","('좋았겠다', 1)",,"('더럽다고', 1)",,,,,,,,"('재밌자나', 1)",,,,,,"('바쁜데', 2)",,,,,,,,,,,,"('추워서', 1)",,
,,"('미친거아니냐', 1)","('미세하게', 1)","('그런다거', 1)",,,,"('안될까', 1)",,,,"('어렵거나', 1)",,,,,"('있을거', 1)","('망하지', 1)","('그러는데', 1)","('없었어요', 1)",,"('없냥', 1)",,,,,,,,"('재밌는듯', 1)",,,,,,"('미에', 2)",,,,,,,,,,,,"('있더라고요', 1)",,
,,"('성공한', 1)","('있었나', 1)","('시러', 1)",,,,"('없잖아요', 1)",,,,"('불가능한', 1)",,,,,"('공정해야', 1)","('이상해도', 1)","('궁금했는데', 1)","('짜증나네요', 1)",,"('그리워요', 1)",,,,,,,,"('재밌어질', 1)",,,,,,"('많은', 2)",,,,,,,,,,,,"('멋져용', 1)",,
,,"('좋았을듯', 1)","('아니었습니까', 1)","('이럼', 1)",,,,"('다른것', 1)",,,,"('없는데', 1)",,,,,"('똑똑하면', 1)","('재미있는데', 1)","('미치인', 1)","('좋아히고요', 1)",,"('새롭', 1)",,,,,,,,"('그러시나요', 1)",,,,,,"('안됨', 2)",,,,,,,,,,,,"('귀엽져', 1)",,
,,"('부을텐데', 1)","('짜증나네요', 1)","('솔직히', 1)",,,,"('같지만', 1)",,,,"('비슷해서', 1)",,,,,"('있구나', 1)","('망하면', 1)","('어떤거', 1)","('좋아하냐고', 1)",,"('여전히', 1)",,,,,,,,"('소중한', 1)",,,,,,"('그러지', 2)",,,,,,,,,,,,"('아니에', 1)",,
,,"('확실히', 1)","('좋아한다며', 1)","('없었는데', 1)",,,,"('예쁘', 1)",,,,"('아닌지', 1)",,,,,"('그럼에도', 1)","('같을거', 1)","('높은', 1)","('그래요', 1)",,"('아니져', 1)",,,,,,,,"('정신차리고', 1)",,,,,,"('많으셔서', 2)",,,,,,,,,,,,"('슬프다', 1)",,
,,"('좋것다', 1)","('조용히', 1)","('거북한', 1)",,,,"('재밌다', 1)",,,,"('긴가민가하네요', 1)",,,,,"('어리석어', 1)","('빡침', 1)","('없다', 1)","('그래놓고', 1)",,"('궁금해여', 1)",,,,,,,,"('있니', 1)",,,,,,"('좋겠음', 2)",,,,,,,,,,,,"('귀여웠던', 1)",,
,,"('망해서', 1)","('앙함', 1)","('있을수있지', 1)",,,,"('반한거야', 1)",,,,"('재미있어요', 1)",,,,,"('그렇다는', 1)","('이렇고', 1)","('있단', 1)","('아니가', 1)",,"('바쁘', 1)",,,,,,,,"('뻔한', 1)",,,,,,"('그런다고', 2)",,,,,,,,,,,,"('행복해', 1)",,
,,"('아니야', 1)","('미다', 1)","('조용히', 1)",,,,"('있자나', 1)",,,,"('편하게', 1)",,,,,"('특정한', 1)","('저렇고', 1)","('급해요', 1)","('좋아할거', 1)",,"('잘생긴', 1)",,,,,,,,"('급한거', 1)",,,,,,"('야하지', 2)",,,,,,,,,,,,"('행복하던지', 1)",,
,,"('시원하네', 1)","('안된다고', 1)","('담백하고', 1)",,,,"('많습니다', 1)",,,,"('괜찮습니다', 1)",,,,,"('충분하지', 1)","('안좋은', 1)","('괜찮습니다', 1)","('없던', 1)",,"('미안하지만', 1)",,,,,,,,"('의심스럽다', 1)",,,,,,"('이랬는데', 2)",,,,,,,,,,,,,,
,,"('화끈하고', 1)","('좋아해서', 1)","('싫은게', 1)",,,,"('있었을꺼', 1)",,,,"('번했나', 1)",,,,,"('그렇다면', 1)","('위험하다고', 1)","('멀겠어', 1)","('짜증나는건', 1)",,"('있길래', 1)",,,,,,,,"('있던거처럼', 1)",,,,,,"('싫어요', 2)",,,,,,,,,,,,,,
,,"('없네', 1)","('싫어졌음', 1)","('좋아하겠냐고', 1)",,,,"('가능했을듯', 1)",,,,"('유명해져서', 1)",,,,,"('없잖아', 1)","('드럽게', 1)","('사이좋으면', 1)","('싫은', 1)",,"('먼가', 1)",,,,,,,,"('설레네', 1)",,,,,,"('좋아했는데', 2)",,,,,,,,,,,,,,
,,"('아니까', 1)","('그래요', 1)","('아닌데', 1)",,,,"('충분히', 1)",,,,"('유명해지기', 1)",,,,,"('있었던', 1)","('많기에', 1)","('불행한거', 1)","('그러는게', 1)",,"('꺼림칙해', 1)",,,,,,,,"('부러워', 1)",,,,,,"('싫어졌어요', 2)",,,,,,,,,,,,,,
,,"('불쌍하네', 1)","('친절히', 1)","('싫어한다고', 1)",,,,"('없었으니', 1)",,,,"('유명한', 1)",,,,,"('아니라며', 1)","('어여쁜', 1)","('없는것', 1)","('싫다구요', 1)",,"('꾸준히', 1)",,,,,,,,"('이상한것만', 1)",,,,,,"('가까우면', 2)",,,,,,,,,,,,,,
,,"('재밌다는', 1)","('재밌다', 1)","('싫어하는지부터', 1)",,,,"('아쉽긴', 1)",,,,"('맛있지만', 1)",,,,,"('필요할', 1)","('당했는데', 1)","('괜찮아', 1)","('적당히가', 1)",,"('이쁨', 1)",,,,,,,,"('빨개졌', 1)",,,,,,"('가까운데', 2)",,,,,,,,,,,,,,
,,"('정당히', 1)","('이쁘다고', 1)","('좋지만', 1)",,,,"('심쿵한', 1)",,,,"('맛있더라구요', 1)",,,,,"('공정함이지', 1)","('빡치네', 1)","('행복해야', 1)","('좋아하니', 1)",,"('조용히', 1)",,,,,,,,"('귀여워서', 1)",,,,,,"('멀어서', 2)",,,,,,,,,,,,,,
,,"('이런게', 1)","('깔끔하다', 1)","('싫은', 1)",,,,"('있던게', 1)",,,,"('좋구', 1)",,,,,"('그렇기에', 1)","('안쓰럽네요', 1)","('그러니', 1)","('있으니', 1)",,"('조용히하거라', 1)",,,,,,,,"('설레냐', 1)",,,,,,"('서운할거면', 2)",,,,,,,,,,,,,,
,,"('재밌는건', 1)","('깔끔해', 1)","('추하게', 1)",,,,"('잘생겼어', 1)",,,,"('멀지', 1)",,,,,"('공평하게', 1)","('두껍아', 1)","('같아오', 1)","('잘생겼지', 1)",,"('어때서', 1)",,,,,,,,"('재밌노', 1)",,,,,,"('없는데', 2)",,,,,,,,,,,,,,
,,"('많아', 1)","('힘드셨겠다', 1)","('재밌었어요', 1)",,,,"('예쁘니까', 1)",,,,"('맛있고', 1)",,,,,"('당연한', 1)","('싫은거', 1)","('아슬아슬하게', 1)","('있으니까', 1)",,"('쎄하다', 1)",,,,,,,,"('예뻐용', 1)",,,,,,"('힘드시겠지만', 2)",,,,,,,,,,,,,,
,,,"('행복하세요', 1)","('완벽했게', 1)",,,,"('반할까봐', 1)",,,,"('예쁜', 1)",,,,,"('많은데서', 1)","('쎈거', 1)","('시급해요', 1)","('없겠지만', 1)",,"('수상하단', 1)",,,,,,,,"('귀엽', 1)",,,,,,"('힘들죠', 2)",,,,,,,,,,,,,,
,,,"('있나고', 1)","('재밌었게', 1)",,,,"('있었음', 1)",,,,"('저렴하고요', 1)",,,,,"('시러시러', 1)","('다르다고', 1)","('그래요', 1)","('빡침', 1)",,"('싸하고', 1)",,,,,,,,"('빨개진거', 1)",,,,,,"('복잡하네요', 2)",,,,,,,,,,,,,,
,,,"('괜찮다고', 1)","('재밌는', 1)",,,,"('없었다고', 1)",,,,"('미쳤어', 1)",,,,,"('불편합니다', 1)","('그러는', 1)","('아닌진', 1)","('아깝고', 1)",,"('그러겠지', 1)",,,,,,,,"('귀엽고요', 1)",,,,,,"('저래도', 2)",,,,,,,,,,,,,,
,,,"('구린', 1)","('어떰', 1)",,,,"('현명하고', 1)",,,,"('비린', 1)",,,,,"('있기는', 1)","('똑같은', 1)","('비참할까', 1)","('없이도', 1)",,"('설레고', 1)",,,,,,,,"('행복하자', 1)",,,,,,"('많고', 2)",,,,,,,,,,,,,,
,,,"('죄송합니다', 1)","('어떤', 1)",,,,"('나쁘셨다면', 1)",,,,"('같았는데', 1)",,,,,"('그러냐', 1)","('당하면', 1)","('그렇다고요', 1)","('잘생겼네', 1)",,"('나쁘게', 1)",,,,,,,,"('부자인디', 1)",,,,,,"('서운한게', 2)",,,,,,,,,,,,,,
,,,"('없죠', 1)","('설레면서', 1)",,,,"('죄송한데', 1)",,,,"('같기도', 1)",,,,,"('싫었는데', 1)","('없다', 1)","('복잡해', 1)","('귀찮고', 1)",,"('사랑스럽고', 1)",,,,,,,,"('아녀', 1)",,,,,,"('심히', 2)",,,,,,,,,,,,,,
,,,"('똑같음', 1)","('역겨', 1)",,,,"('건강하셔야', 1)",,,,"('다양한', 1)",,,,,"('있냐', 1)","('싫냐', 1)","('재밌으니', 1)","('짜증나기', 1)",,"('불안하네', 1)",,,,,,,,"('괜찮은', 1)",,,,,,"('피곤하신', 2)",,,,,,,,,,,,,,
,,,"('정확히', 1)","('심심한', 1)",,,,"('있잖아요', 1)",,,,"('건강하세용', 1)",,,,,"('아프네', 1)","('시급하다', 1)","('아니다', 1)","('있었던지라', 1)",,"('재밌는', 1)",,,,,,,,"('드러와', 1)",,,,,,"('피곤한데', 2)",,,,,,,,,,,,,,
,,,"('귀엽다', 1)","('무사히', 1)",,,,"('좋지', 1)",,,,"('괜찮으니', 1)",,,,,"('없었을', 1)","('그만해라', 1)","('재밌어', 1)","('행복해졌습니다', 1)",,"('익숙해서', 1)",,,,,,,,"('아니여', 1)",,,,,,"('피곤하실', 2)",,,,,,,,,,,,,,
,,,"('맛있는', 1)","('많고', 1)",,,,"('있든', 1)",,,,"('귀엽고', 1)",,,,,"('싫으니까', 1)","('그러니깐', 1)","('더있었다구', 1)","('아니요', 1)",,"('반가운', 1)",,,,,,,,"('계셔요', 1)",,,,,,"('시원해요', 2)",,,,,,,,,,,,,,
,,,"('이럴려고', 1)","('심하셨을텐데', 1)",,,,"('아름다', 1)",,,,"('즐겁고', 1)",,,,,"('망했어', 1)","('부족한데', 1)","('똑같다면', 1)","('아닙니다', 1)",,"('그런거야', 1)",,,,,,,,"('빵터졌네', 1)",,,,,,"('행복한', 2)",,,,,,,,,,,,,,
,,,"('멀쩡히', 1)","('원하는', 1)",,,,"('황홀함', 1)",,,,"('그런지', 1)",,,,,"('재수없음', 1)","('귀여운', 1)","('없을거', 1)","('그렇고요', 1)",,"('괜찮지만', 1)",,,,,,,,"('좋아하는데', 1)",,,,,,"('불편했던', 2)",,,,,,,,,,,,,,
,,,"('아니었어요', 1)","('있다고', 1)",,,,"('계신', 1)",,,,"('즐겁게', 1)",,,,,"('낭비했네', 1)","('싫은데', 1)","('아니야', 1)","('예쁘다', 1)",,"('싸하다', 1)",,,,,,,,"('탄탄한', 1)",,,,,,"('부러워요', 2)",,,,,,,,,,,,,,
,,,"('시급해요', 1)","('확실하게하지', 1)",,,,"('원하는', 1)",,,,"('무리하지', 1)",,,,,"('안되겠네', 1)","('방종한다라니', 1)","('굉장하잖아', 1)","('그러냐', 1)",,"('같잖', 1)",,,,,,,,"('괜찮을거가', 1)",,,,,,"('이쁜', 2)",,,,,,,,,,,,,,
,,,"('심하고', 1)","('많지', 1)",,,,"('있을거에요', 1)",,,,"('좋으니', 1)",,,,,"('싫다면서', 1)","('멋있어', 1)","('흐뭇', 1)","('아깝다', 1)",,"('반한거니', 1)",,,,,,,,"('재밌어져요', 1)",,,,,,"('같은데용', 2)",,,,,,,,,,,,,,
,,,"('나쁜', 1)","('많겠구나', 1)",,,,"('행복하자', 1)",,,,"('부탁드려용', 1)",,,,,"('좋아요', 1)","('살벌한', 1)","('황홀하니', 1)","('대단한거', 1)",,"('없었으면', 1)",,,,,,,,"('나란히', 1)",,,,,,"('재밌고', 2)",,,,,,,,,,,,,,
